gene_id	length
AT1G45221	565
AT1G45223	580
AT1G45225	417
AT1G45227	444
AT1G45256	288
AT1G45243	792
AT1G45231	1946
AT1G45233	1600
AT1G45229	948
AT1G45236	72
AT1G45248	797
AT1G45249	1714
AT1G45230	1189
AT1G45332	3028
AT1G45403	510
AT1G45474	921
AT1G45545	2286
AT1G45616	3256
AT1G45688	1613
AT1G45760	732
AT1G45832	1342
AT1G45904	557
AT1G45976	1196
AT1G46048	191
AT1G46120	3738
AT1G46192	4767
AT1G46264	1589
AT1G46336	243
AT1G46408	817
AT1G46480	1367
AT1G46552	4594
AT1G46554	952
AT1G46624	5573
AT1G46696	1851
AT1G46768	1124
AT1G46840	1428
AT1G46912	939
AT1G46984	1113
AT1G47056	1950
AT1G47128	1919
AT1G47200	999
AT1G47210	1794
AT1G47220	984
AT1G47230	1549
AT1G47240	2030
AT1G47250	1237
AT1G47260	2807
AT1G47265	594
AT1G47270	1722
AT1G47271	818
AT1G47278	1001
AT1G47280	614
AT1G47290	1806
AT1G47300	921
AT1G47310	1741
AT1G47317	312
AT1G47320	780
AT1G47330	1847
AT1G47340	1726
AT1G47350	1587
AT1G47360	4059
AT1G47370	1152
AT1G47380	2228
AT1G47389	812
AT1G47390	1113
AT1G47395	833
AT1G47400	779
AT1G47405	1103
AT1G47410	1125
AT1G47420	1117
AT1G47430	690
AT1G47435	1276
AT1G47440	1412
AT1G47450	579
AT1G47460	405
AT1G47465	773
AT1G47470	604
AT1G47480	1222
AT1G47485	640
AT1G47490	1920
AT1G47495	429
AT1G47497	1125
AT1G47500	1873
AT1G47510	1603
AT1G47520	3425
AT1G47530	1977
AT1G47540	509
AT1G47550	4015
AT1G47560	3111
AT1G47565	2412
AT1G47570	3014
AT1G47578	860
AT1G47580	888
AT1G47590	1379
AT1G47595	396
AT1G47600	1766
AT1G47603	1406
AT1G47606	702
AT1G47610	1330
AT1G47620	1839
AT1G47625	471
AT1G47630	1699
AT1G47640	1180
AT1G47650	4098
AT1G47655	967
AT1G47660	828
AT1G47670	2002
AT1G47680	315
AT1G47690	755
AT1G47700	754
AT1G47705	1348
AT1G47710	1580
AT1G47720	1089
AT1G47730	1176
AT1G47740	1403
AT1G47750	994
AT1G47760	806
AT1G47765	1158
AT1G47770	618
AT1G47780	400
AT1G47783	414
AT1G47786	561
AT1G47790	1170
AT1G47800	1164
AT1G47810	1056
AT1G47813	195
AT1G47816	2688
AT1G47820	692
AT1G47830	948
AT1G47840	1826
AT1G47860	9741
AT1G47870	1683
AT1G47880	1103
AT1G47885	324
AT1G47890	3132
AT1G47900	3757
AT1G47910	3429
AT1G47915	307
AT1G47920	1201
AT1G47930	1131
AT1G47940	843
AT1G47950	6539
AT1G47960	1693
AT1G47970	1246
AT1G47980	1191
AT1G47990	1230
AT1G48000	952
AT1G48010	537
AT1G48020	758
AT1G48030	2322
AT1G48040	1825
AT1G48050	2543
AT1G48060	1432
AT1G48070	604
AT1G48090	13059
AT1G48095	912
AT1G48100	1937
AT1G48110	2607
AT1G48120	4558
AT1G48130	1059
AT1G48140	785
AT1G48145	354
AT1G48150	972
AT1G48160	1089
AT1G48170	1237
AT1G48175	1042
AT1G48180	764
AT1G48190	384
AT1G48195	527
AT1G48200	769
AT1G48210	1811
AT1G48220	1168
AT1G48230	1868
AT1G48240	1483
AT1G48250	1065
AT1G48260	1854
AT1G48267	173
AT1G48268	1168
AT1G48270	1464
AT1G48280	2464
AT1G48290	1335
AT1G48300	1207
AT1G48310	2405
AT1G48315	1566
AT1G48320	820
AT1G48325	465
AT1G48330	899
AT1G48340	880
AT1G48350	897
AT1G48360	3130
AT1G48370	2505
AT1G48380	1550
AT1G48390	1732
AT1G48400	1822
AT1G48405	894
AT1G48410	3615
AT1G48420	2019
AT1G48422	347
AT1G48430	2208
AT1G48440	801
AT1G48450	1693
AT1G48460	1908
AT1G48470	1310
AT1G48480	2609
AT1G48490	4341
AT1G48500	1430
AT1G48510	1419
AT1G48520	2112
AT1G48530	889
AT1G48540	3556
AT1G48550	1295
AT1G48560	2466
AT1G48570	3011
AT1G48580	1505
AT1G48590	805
AT1G48600	1956
AT1G48605	913
AT1G48610	1382
AT1G48620	2308
AT1G48625	1255
AT1G48630	1431
AT1G48635	1757
AT1G48640	1589
AT1G48650	3910
AT1G48660	1787
AT1G48670	1786
AT1G48680	4094
AT1G48690	1073
AT1G48698	1366
AT1G48700	1174
AT1G48710	4059
AT1G48720	729
AT1G48730	576
AT1G48740	1553
AT1G48742	221
AT1G48745	890
AT1G48750	544
AT1G48760	3383
AT1G48770	813
AT1G48780	1439
AT1G48790	2156
AT1G48800	2023
AT1G48810	991
AT1G48820	1840
AT1G48830	1083
AT1G48840	2638
AT1G48850	1758
AT1G48860	2096
AT1G48870	2579
AT1G48880	2238
AT1G48890	1268
AT1G48900	1936
AT1G48910	1256
AT1G48912	147
AT1G48920	2089
AT1G48930	2204
AT1G48940	567
AT1G48950	2266
AT1G48953	650
AT1G48960	937
AT1G48970	2441
AT1G48980	1830
AT1G48990	722
AT1G49000	1219
AT1G49005	744
AT1G49010	1353
AT1G49015	684
AT1G49030	1037
AT1G49032	1062
AT1G49040	3992
AT1G49050	2101
AT1G49060	415
AT1G49070	4530
AT1G49080	576
AT1G49090	1367
AT1G49100	2686
AT1G49110	888
AT1G49120	990
AT1G49130	1802
AT1G49140	701
AT1G49150	750
AT1G49160	2268
AT1G49170	929
AT1G49180	1526
AT1G49190	2128
AT1G49200	942
AT1G49210	876
AT1G49220	768
AT1G49230	984
AT1G49240	1805
AT1G49245	929
AT1G49250	2043
AT1G49260	1098
AT1G49270	2415
AT1G49280	74
AT1G49290	1274
AT1G49300	1359
AT1G49310	717
AT1G49320	1250
AT1G49330	1173
AT1G49340	7366
AT1G49350	1638
AT1G49360	1595
AT1G49370	1289
AT1G49380	2123
AT1G49390	1337
AT1G49400	903
AT1G49405	1340
AT1G49410	775
AT1G49420	570
AT1G49430	2508
AT1G49435	280
AT1G49440	2074
AT1G49450	2113
AT1G49460	74
AT1G49470	1287
AT1G49475	1024
AT1G49480	1875
AT1G49490	2789
AT1G49500	1278
AT1G49510	1343
AT1G49520	1607
AT1G49530	1261
AT1G49540	2805
AT1G49550	990
AT1G49560	1627
AT1G49570	1509
AT1G49580	2358
AT1G49590	1267
AT1G49600	2065
AT1G49610	1065
AT1G49620	974
AT1G49630	3699
AT1G49640	1269
AT1G49650	2748
AT1G49660	1268
AT1G49670	2871
AT1G49680	300
AT1G49690	73
AT1G49700	867
AT1G49710	2152
AT1G49715	488
AT1G49720	1675
AT1G49730	2237
AT1G49740	1962
AT1G49750	2042
AT1G49760	2639
AT1G49770	1178
AT1G49780	1710
AT1G49790	921
AT1G49800	1104
AT1G49810	1331
AT1G49820	1829
AT1G49830	866
AT1G49832	637
AT1G49840	2288
AT1G49850	1410
AT1G49860	1188
AT1G49870	2908
AT1G49880	830
AT1G49890	2586
AT1G49900	3040
AT1G49910	1362
AT1G49920	2652
AT1G49930	405
AT1G49938	621
AT1G49940	994
AT1G49952	549
AT1G49950	1661
AT1G49960	1829
AT1G49970	1722
AT1G49975	1287
AT1G49980	2951
AT1G49990	1476
AT1G50000	1061
AT1G50010	1775
AT1G50020	1009
AT1G50030	8200
AT1G50040	1769
AT1G50050	681
AT1G50055	839
AT1G50060	765
AT1G50070	80
AT1G50080	276
AT1G50090	1213
AT1G50110	1462
AT1G50120	2761
AT1G50130	2798
AT1G50140	3396
AT1G50160	222
AT1G50170	1177
AT1G50180	2981
AT1G50190	1860
AT1G50200	3495
AT1G50210	616
AT1G50220	676
AT1G50240	4707
AT1G50250	2573
AT1G50260	2601
AT1G50270	2234
AT1G50280	1886
AT1G50290	1004
AT1G50300	1679
AT1G50310	1922
AT1G50320	843
AT1G50325	615
AT1G50330	838
AT1G50340	474
AT1G50350	513
AT1G50360	4214
AT1G50370	1678
AT1G50380	2658
AT1G50390	441
AT1G50400	1332
AT1G50410	3449
AT1G50420	2366
AT1G50430	1639
AT1G50440	1250
AT1G50450	1559
AT1G50460	2164
AT1G50470	366
AT1G50480	2338
AT1G50490	1097
AT1G50500	3090
AT1G50510	1428
AT1G50520	1815
AT1G50530	345
AT1G50550	1004
AT1G50560	2001
AT1G50570	1601
AT1G50575	1351
AT1G50580	1480
AT1G50590	1079
AT1G50600	2163
AT1G50610	2509
AT1G50620	2641
AT1G50630	1932
AT1G50640	1737
AT1G50650	728
AT1G50659	994
AT1G50660	3001
AT1G50670	1170
AT1G50680	1014
AT1G50690	966
AT1G50700	2213
AT1G50710	1669
AT1G50720	561
AT1G50730	3109
AT1G50732	1078
AT1G50735	887
AT1G50740	819
AT1G50750	1251
AT1G50760	310
AT1G50770	1999
AT1G50780	1051
AT1G50790	2816
AT1G50810	4105
AT1G50820	1587
AT1G50830	2759
AT1G50840	3602
AT1G50850	2245
AT1G50860	3846
AT1G50870	1191
AT1G50880	840
AT1G50890	2968
AT1G50900	793
AT1G50910	1927
AT1G50920	2512
AT1G50930	817
AT1G50940	1391
AT1G50950	2091
AT1G50960	1206
AT1G50970	1861
AT1G50980	1113
AT1G50990	2062
AT1G51000	257
AT1G51010	613
AT1G51020	719
AT1G51030	463
AT1G51035	477
AT1G51040	1583
AT1G51050	612
AT1G51055	560
AT1G51060	902
AT1G51070	1269
AT1G51080	1068
AT1G51085	226
AT1G51090	1037
AT1G51100	1002
AT1G51110	1490
AT1G51120	1059
AT1G51130	1657
AT1G51140	1694
AT1G51150	660
AT1G51160	953
AT1G51170	1596
AT1G51172	2046
AT1G51175	5622
AT1G51190	2244
AT1G51200	1273
AT1G51210	1566
AT1G51220	1303
AT1G51230	409
AT1G51240	577
AT1G51250	792
AT1G51260	1524
AT1G51270	2187
AT1G51290	1134
AT1G51300	582
AT1G51310	1811
AT1G51320	1128
AT1G51330	582
AT1G51340	2628
AT1G51350	2609
AT1G51355	1018
AT1G51360	896
AT1G51370	1772
AT1G51380	1714
AT1G51390	1298
AT1G51400	560
AT1G51402	501
AT1G51405	1956
AT1G51410	1433
AT1G51420	1365
AT1G51430	930
AT1G51440	1956
AT1G51450	1926
AT1G51460	2447
AT1G51470	1851
AT1G51480	2763
AT1G51490	1541
AT1G51500	2612
AT1G51510	1070
AT1G51520	2032
AT1G51530	1217
AT1G51538	2309
AT1G51540	1546
AT1G51550	2292
AT1G51560	1652
AT1G51570	3215
AT1G51580	1954
AT1G51590	2040
AT1G51600	1754
AT1G51610	2153
AT1G51620	1387
AT1G51630	1828
AT1G51645	2114
AT1G51640	2528
AT1G51650	795
AT1G51660	2199
AT1G51670	1349
AT1G51680	2220
AT1G51690	2336
AT1G51700	1349
AT1G51710	1946
AT1G51720	2643
AT1G51730	1250
AT1G51740	1337
AT1G51745	2783
AT1G51750	1956
AT1G51760	1898
AT1G51770	1513
AT1G51780	1531
AT1G51790	3380
AT1G51800	3036
AT1G51802	365
AT1G51805	3813
AT1G51810	2711
AT1G51820	2928
AT1G51823	144
AT1G51830	2516
AT1G51840	1101
AT1G51850	2859
AT1G51860	3219
AT1G51870	2514
AT1G51880	2619
AT1G51890	3070
AT1G51900	2403
AT1G51910	2638
AT1G51913	345
AT1G51915	565
AT1G51920	315
AT1G51930	399
AT1G51940	2456
AT1G51950	1781
AT1G51960	1237
AT1G51965	2624
AT1G51970	375
AT1G51980	2296
AT1G51990	1092
AT1G52000	2542
AT1G52010	2337
AT1G52020	5772
AT1G52030	2885
AT1G52040	1751
AT1G52050	1282
AT1G52060	1355
AT1G52070	1304
AT1G52080	2417
AT1G52085	267
AT1G52087	2016
AT1G52090	345
AT1G52100	1623
AT1G52110	1928
AT1G52120	1573
AT1G52130	1613
AT1G52140	1061
AT1G52150	3519
AT1G52155	1475
AT1G52160	2924
AT1G52170	74
AT1G52180	375
AT1G52185	200
AT1G52190	2373
AT1G52191	1084
AT1G52200	1432
AT1G52210	4344
AT1G52211	469
AT1G52220	921
AT1G52230	702
AT1G52240	2094
AT1G52260	1957
AT1G52270	760
AT1G52280	1093
AT1G52290	2181
AT1G52300	685
AT1G52310	2678
AT1G52315	1522
AT1G52320	2701
AT1G52325	438
AT1G52330	1160
AT1G52340	1184
AT1G52342	1356
AT1G52343	998
AT1G52347	690
AT1G52360	3191
AT1G52370	1246
AT1G52380	1858
AT1G52390	261
AT1G52400	2329
AT1G52410	2763
AT1G52415	566
AT1G52420	2787
AT1G52430	3878
AT1G52440	810
AT1G52450	3502
AT1G52460	828
AT1G52470	1024
AT1G52490	636
AT1G52500	1594
AT1G52510	1470
AT1G52520	2587
AT1G52530	1216
AT1G52540	1613
AT1G52550	886
AT1G52560	1044
AT1G52565	1078
AT1G52570	3171
AT1G52580	1058
AT1G52590	784
AT1G52600	966
AT1G52610	2808
AT1G52615	1454
AT1G52618	597
AT1G52620	2492
AT1G52630	1577
AT1G52640	1744
AT1G52650	1398
AT1G52660	1430
AT1G52670	1204
AT1G52680	730
AT1G52690	862
AT1G52695	942
AT1G52696	914
AT1G52700	748
AT1G52710	1282
AT1G52720	1141
AT1G52730	1494
AT1G52740	842
AT1G52750	2354
AT1G52760	1454
AT1G52770	1792
AT1G52780	3573
AT1G52790	933
AT1G52800	1235
AT1G52810	870
AT1G52820	1101
AT1G52825	564
AT1G52827	575
AT1G52830	857
AT1G52840	492
AT1G52850	2204
AT1G52857	295
AT1G52855	793
AT1G52860	74
AT1G52870	1762
AT1G52880	1699
AT1G52890	1361
AT1G52900	749
AT1G52905	715
AT1G52910	826
AT1G52920	1351
AT1G52930	1250
AT1G52940	1267
AT1G52942	367
AT1G52950	1729
AT1G52960	2991
AT1G52970	602
AT1G52980	1966
AT1G52990	1045
AT1G53000	1409
AT1G53010	537
AT1G53020	1182
AT1G53023	951
AT1G53025	2485
AT1G53030	574
AT1G53035	1012
AT1G53040	2412
AT1G53050	3029
AT1G53060	1108
AT1G53070	1315
AT1G53080	1065
AT1G53090	3047
AT1G53100	1596
AT1G53110	2185
AT1G53120	1183
AT1G53130	822
AT1G53140	2771
AT1G53160	957
AT1G53163	1204
AT1G53165	2619
AT1G53170	1063
AT1G53180	1531
AT1G53190	2108
AT1G53200	2290
AT1G53210	2421
AT1G53230	1844
AT1G53233	1927
AT1G53240	1721
AT1G53250	1352
AT1G53260	1408
AT1G53265	378
AT1G53270	1830
AT1G53280	1537
AT1G53282	317
AT1G53285	439
AT1G53290	1751
AT1G53300	2941
AT1G53310	3341
AT1G53320	1517
AT1G53325	507
AT1G53330	2039
AT1G53340	2112
AT1G53345	2296
AT1G53350	2999
AT1G53360	1032
AT1G53366	138
AT1G53370	1068
AT1G53380	2137
AT1G53390	3874
AT1G53400	925
AT1G53410	72
AT1G53420	2862
AT1G53430	3654
AT1G53440	3198
AT1G53450	2424
AT1G53460	1537
AT1G53470	3102
AT1G53480	844
AT1G53490	2252
AT1G53500	3102
AT1G53510	2710
AT1G53520	1096
AT1G53530	1002
AT1G53540	901
AT1G53541	181
AT1G53542	186
AT1G53550	1227
AT1G53560	980
AT1G53570	2455
AT1G53580	1364
AT1G53590	3262
AT1G53600	2820
AT1G53610	401
AT1G53620	544
AT1G53625	660
AT1G53630	1168
AT1G53633	471
AT1G53635	549
AT1G53640	953
AT1G53645	2159
AT1G53650	1660
AT1G53660	1148
AT1G53670	910
AT1G53680	883
AT1G53683	154
AT1G53687	217
AT1G53690	548
AT1G53700	1861
AT1G53705	465
AT1G53708	630
AT1G53710	1890
AT1G53720	1942
AT1G53730	2767
AT1G53750	1984
AT1G53760	1266
AT1G53770	2110
AT1G53780	2354
AT1G53790	1861
AT1G53800	2069
AT1G53801	630
AT1G53810	4569
AT1G53815	714
AT1G53820	933
AT1G53830	2037
AT1G53840	2227
AT1G53850	1286
AT1G53860	1684
AT1G53870	1615
AT1G53880	2481
AT1G53885	876
AT1G53887	809
AT1G53890	1279
AT1G53900	2979
AT1G53910	1907
AT1G53920	1425
AT1G53930	609
AT1G53935	760
AT1G53940	1574
AT1G53950	566
AT1G53970	1169
AT1G53980	830
AT1G53990	1199
AT1G54000	1725
AT1G54010	1543
AT1G54020	1413
AT1G54030	1550
AT1G54035	538
AT1G54040	1370
AT1G54050	1030
AT1G54060	1765
AT1G54070	737
AT1G54080	1907
AT1G54090	2429
AT1G54095	1256
AT1G54100	2001
AT1G54110	1051
AT1G54115	2883
AT1G54120	626
AT1G54130	2734
AT1G54140	876
AT1G54150	1628
AT1G54160	1462
AT1G54170	2405
AT1G54180	1892
AT1G54200	1894
AT1G54210	723
AT1G54215	853
AT1G54217	811
AT1G54220	2191
AT1G54230	1094
AT1G54240	1081
AT1G54250	901
AT1G54260	1111
AT1G54270	1904
AT1G54280	4395
AT1G54290	855
AT1G54300	1042
AT1G54310	1490
AT1G54320	1436
AT1G54330	1177
AT1G54340	1794
AT1G54350	2492
AT1G54355	468
AT1G54360	1774
AT1G54370	1875
AT1G54380	2110
AT1G54385	2132
AT1G54390	1404
AT1G54400	725
AT1G54410	1113
AT1G54420	363
AT1G54430	4920
AT1G54440	2475
AT1G54445	418
AT1G54450	2209
AT1G54460	1517
AT1G54490	3301
AT1G54500	926
AT1G54510	2333
AT1G54520	1597
AT1G54530	805
AT1G54540	959
AT1G54550	1336
AT1G54560	4719
AT1G54570	2756
AT1G54575	653
AT1G54580	1013
AT1G54590	1132
AT1G54600	1123
AT1G54610	2282
AT1G54620	815
AT1G54630	943
AT1G54640	738
AT1G54650	1472
AT1G54660	2284
AT1G54680	986
AT1G54690	801
AT1G54700	248
AT1G54710	3456
AT1G54720	366
AT1G54730	1754
AT1G54740	1218
AT1G54750	347
AT1G54760	486
AT1G54770	1379
AT1G54775	231
AT1G54780	1214
AT1G54790	1365
AT1G54820	1745
AT1G54830	982
AT1G54840	1337
AT1G54850	898
AT1G54860	1065
AT1G54870	1243
AT1G54890	1501
AT1G54905	223
AT1G54920	3239
AT1G54923	405
AT1G54926	822
AT1G54930	1219
AT1G54940	1974
AT1G54950	699
AT1G54955	1086
AT1G54960	2510
AT1G54970	1373
AT1G54980	543
AT1G54985	1323
AT1G54990	1660
AT1G55000	1186
AT1G55010	533
AT1G55020	3049
AT1G55030	1288
AT1G55035	1532
AT1G55040	2859
AT1G55050	3131
AT1G55060	693
AT1G55070	1182
AT1G55080	1049
AT1G55090	2762
AT1G55100	869
AT1G55110	1704
AT1G55120	2074
AT1G55130	2218
AT1G55140	862
AT1G55150	1870
AT1G55152	885
AT1G55160	919
AT1G55170	1219
AT1G55175	971
AT1G55180	2432
AT1G55190	803
AT1G55200	2505
AT1G55205	511
AT1G55207	530
AT1G55210	1035
AT1G55220	495
AT1G55221	781
AT1G55230	1215
AT1G55240	1285
AT1G55250	3050
AT1G55260	1082
AT1G55265	929
AT1G55270	1905
AT1G55280	1603
AT1G55290	1381
AT1G55300	1053
AT1G55310	1298
AT1G55320	2692
AT1G55325	6940
AT1G55330	427
AT1G55340	1284
AT1G55350	7323
AT1G55360	1930
AT1G55365	1049
AT1G55370	2527
AT1G55380	2104
AT1G55390	2268
AT1G55400	733
AT1G55410	2177
AT1G55420	2449
AT1G55430	2296
AT1G55440	2098
AT1G55450	1403
AT1G55460	1767
AT1G55470	1835
AT1G55475	1602
AT1G55480	1591
AT1G55490	2183
AT1G55500	2514
AT1G55510	1504
AT1G55520	1464
AT1G55525	321
AT1G55530	1780
AT1G55535	1539
AT1G55540	5750
AT1G55546	396
AT1G55550	3073
AT1G55560	2036
AT1G55570	2280
AT1G55580	1980
AT1G55590	2124
AT1G55591	85
AT1G55600	1462
AT1G55604	404
AT1G55610	4306
AT1G55620	2828
AT1G55625	82
AT1G55630	1947
AT1G55640	858
AT1G55650	1127
AT1G55660	1479
AT1G55670	780
AT1G55675	931
AT1G55680	1960
AT1G55690	2863
AT1G55700	2050
AT1G55710	219
AT1G55720	1449
AT1G55730	2042
AT1G55740	2587
AT1G55750	2629
AT1G55760	1782
AT1G55770	688
AT1G55790	1432
AT1G55800	1231
AT1G55805	874
AT1G55810	1891
AT1G55820	2129
AT1G55830	1974
AT1G55840	1772
AT1G55850	2570
AT1G55860	11404
AT1G55870	2660
AT1G55880	1872
AT1G55890	1582
AT1G55900	1721
AT1G55910	1479
AT1G55915	2241
AT1G55920	1450
AT1G55928	1273
AT1G55930	2825
AT1G55940	1413
AT1G55950	829
AT1G55960	1915
AT1G55964	535
AT1G55970	4469
AT1G55980	1760
AT1G55990	680
AT1G56000	1593
AT1G56010	1393
AT1G56020	1740
AT1G56030	1176
AT1G56040	1263
AT1G56045	472
AT1G56050	1533
AT1G56060	552
AT1G56070	3236
AT1G56080	1386
AT1G56085	482
AT1G56090	1486
AT1G56100	835
AT1G56110	1899
AT1G56120	3661
AT1G56130	3265
AT1G56140	3872
AT1G56145	3357
AT1G56150	812
AT1G56160	1034
AT1G56165	1263
AT1G56170	1113
AT1G56180	2946
AT1G56190	1933
AT1G56200	878
AT1G56210	1486
AT1G56220	1389
AT1G56230	2659
AT1G56233	335
AT1G56240	1275
AT1G56242	1252
AT1G56250	1276
AT1G56260	1017
AT1G56270	634
AT1G56280	1214
AT1G56290	2459
AT1G56300	1725
AT1G56310	1964
AT1G56320	706
AT1G56330	1002
AT1G56340	1851
AT1G56345	1449
AT1G56350	1767
AT1G56360	1401
AT1G56380	1200
AT1G56385	553
AT1G56390	1379
AT1G56400	1440
AT1G56410	1854
AT1G56415	499
AT1G56418	369
AT1G56420	1030
AT1G56423	1357
AT1G56430	1443
AT1G56440	1813
AT1G56450	1350
AT1G56460	2623
AT1G56470	510
AT1G56480	1242
AT1G56490	2273
AT1G56500	3671
AT1G56510	3827
AT1G56520	3727
AT1G56530	558
AT1G56540	3559
AT1G56550	1695
AT1G56553	375
AT1G56555	534
AT1G56560	2525
AT1G56570	2839
AT1G56580	1123
AT1G56590	1709
AT1G56600	1435
AT1G56605	527
AT1G56610	2425
AT1G56612	1354
AT1G56620	608
AT1G56630	1841
AT1G56640	471
AT1G56650	1109
AT1G56660	2326
AT1G56670	1473
AT1G56675	4461
AT1G56680	1079
AT1G56690	2490
AT1G56700	1372
AT1G56710	1835
AT1G56720	2076
AT1G56730	82
AT1G56740	74
AT1G56750	74
AT1G56850	82
AT1G56940	82
AT1G56990	74
AT1G57150	82
AT1G57160	74
AT1G57170	74
AT1G57190	74
AT1G57270	82
AT1G57290	74
AT1G57310	74
AT1G57410	74
AT1G57420	82
AT1G57450	84
AT1G57460	74
AT1G57540	1010
AT1G57550	553
AT1G57560	1282
AT1G57565	579
AT1G57570	2329
AT1G57580	1041
AT1G57590	1670
AT1G57600	2436
AT1G57610	1826
AT1G57613	318
AT1G57620	1098
AT1G57630	713
AT1G57640	4440
AT1G57650	2130
AT1G57660	860
AT1G57670	1164
AT1G57680	2011
AT1G57690	993
AT1G57700	2909
AT1G57710	71
AT1G57720	1960
AT1G57730	697
AT1G57740	1174
AT1G57750	1898
AT1G57760	563
AT1G57765	793
AT1G57770	2048
AT1G57775	533
AT1G57777	564
AT1G57780	905
AT1G57790	1384
AT1G57800	2107
AT1G57810	684
AT1G57820	2433
AT1G57830	560
AT1G57835	613
AT1G57840	605
AT1G57850	814
AT1G57860	786
AT1G57870	2093
AT1G57906	687
AT1G57943	1249
AT1G57980	1538
AT1G57990	1858
AT1G58007	727
AT1G58010	250
AT1G58020	5639
AT1G58025	2046
AT1G58030	2456
AT1G58037	2049
AT1G58040	716
AT1G58050	4254
AT1G58055	333
AT1G58060	4851
AT1G58070	1174
AT1G58080	1734
AT1G58090	1116
AT1G58100	1858
AT1G58110	1819
AT1G58120	2057
AT1G58130	752
AT1G58140	3963
AT1G58150	515
AT1G58160	632
AT1G58170	1322
AT1G58180	1633
AT1G58190	3301
AT1G58200	2698
AT1G58210	1242
AT1G58220	2947
AT1G58225	792
AT1G58230	8292
AT1G58235	1145
AT1G58242	407
AT1G58245	273
AT1G58248	276
AT1G58250	8510
AT1G58260	1593
AT1G58265	480
AT1G58270	1862
AT1G58280	1309
AT1G58290	2311
AT1G58300	1231
AT1G58310	1518
AT1G58320	753
AT1G58330	951
AT1G58340	2095
AT1G58350	3255
AT1G58360	1899
AT1G58370	2959
AT1G58380	1240
AT1G58390	3004
AT1G58400	2893
AT1G58410	3003
AT1G58420	951
AT1G58430	1384
AT1G58440	1982
AT1G58450	495
AT1G58460	859
AT1G58470	1490
AT1G58520	3247
AT1G58590	534
AT1G58602	5496
AT1G58561	4572
AT1G58643	1662
AT1G58684	1288
AT1G58725	1287
AT1G58766	2003
AT1G58807	4119
AT1G58808	1763
AT1G58848	4534
AT1G58889	4569
AT1G58936	1461
AT1G58983	1223
AT1G59030	1262
AT1G59077	1998
AT1G59124	4186
AT1G59171	1155
AT1G59218	3853
AT1G59265	4428
AT1G59453	2122
AT1G59500	1794
AT1G59510	1755
AT1G59520	1566
AT1G59530	519
AT1G59540	2718
AT1G59550	924
AT1G59560	1398
AT1G59580	1640
AT1G59590	1206
AT1G59600	1409
AT1G59610	3340
AT1G59620	3021
AT1G59630	720
AT1G59640	1774
AT1G59650	2176
AT1G59660	3213
AT1G59670	865
AT1G59675	495
AT1G59680	795
AT1G59690	432
AT1G59700	1124
AT1G59710	1670
AT1G59720	2033
AT1G59722	471
AT1G59725	1512
AT1G59730	640
AT1G59740	2208
AT1G59750	2549
AT1G59760	3286
AT1G59770	1127
AT1G59780	2721
AT1G59790	1125
AT1G59800	768
AT1G59810	949
AT1G59820	4299
AT1G59830	1462
AT1G59833	255
AT1G59835	477
AT1G59840	1246
AT1G59850	1551
AT1G59860	908
AT1G59865	528
AT1G59870	4930
AT1G59885	390
AT1G59890	4413
AT1G59900	1630
AT1G59910	3310
AT1G59920	419
AT1G59930	593
AT1G59940	1311
AT1G59950	963
AT1G59960	1374
AT1G59970	1580
AT1G59980	4979
AT1G59990	2564
AT1G60000	1364
AT1G60010	1083
AT1G60020	4382
AT1G60025	111
AT1G60030	2309
AT1G60040	956
AT1G60050	1479
AT1G60060	1503
AT1G60070	3268
AT1G60072	126
AT1G60073	98
AT1G60075	1224
AT1G60080	1495
AT1G60090	1746
AT1G60095	2106
AT1G60110	2015
AT1G60120	1053
AT1G60130	1825
AT1G60140	3584
AT1G60150	625
AT1G60160	2932
AT1G60170	1834
AT1G60180	891
AT1G60190	2422
AT1G60200	3008
AT1G60220	2259
AT1G60230	1601
AT1G60240	1162
AT1G60250	756
AT1G60260	1775
AT1G60270	1773
AT1G60280	1044
AT1G60290	278
AT1G60300	969
AT1G60310	1550
AT1G60320	516
AT1G60330	355
AT1G60340	1116
AT1G60350	963
AT1G60360	1230
AT1G60370	852
AT1G60380	957
AT1G60390	2179
AT1G60400	1212
AT1G60410	1575
AT1G60420	2126
AT1G60430	1129
AT1G60440	1577
AT1G60450	1247
AT1G60460	1719
AT1G60470	1350
AT1G60480	955
AT1G60490	2864
AT1G60500	2152
AT1G60505	2438
AT1G60510	2830
AT1G60520	435
AT1G60525	1645
AT1G60530	906
AT1G60545	2577
AT1G60540	2555
AT1G60550	1419
AT1G60560	2525
AT1G60570	1146
AT1G60590	2163
AT1G60600	1950
AT1G60610	1934
AT1G60620	1687
AT1G60625	246
AT1G60630	2382
AT1G60640	1300
AT1G60650	1154
AT1G60660	980
AT1G60670	1639
AT1G60680	1324
AT1G60690	1283
AT1G60700	1955
AT1G60710	1661
AT1G60720	1082
AT1G60730	1389
AT1G60740	825
AT1G60750	1102
AT1G60760	800
AT1G60770	1800
AT1G60780	1961
AT1G60783	938
AT1G60790	2023
AT1G60800	2942
AT1G60810	1560
AT1G60815	246
AT1G60830	370
AT1G60835	248
AT1G60840	71
AT1G60850	1434
AT1G60860	2903
AT1G60870	1485
AT1G60880	606
AT1G60890	2986
AT1G60900	2131
AT1G60910	71
AT1G60913	310
AT1G60920	670
AT1G60930	3876
AT1G60940	1746
